Concentração de entrada;Vazão de entrada;Temperatura de entrada;Nível do Reator;Concentração de Produto A;Concentração de Produto B;Temperatura do Reator;Vazão de Refrigerante;Vazão de Produto;Temperatura Refrigerante;Pressão Refrigerante;Sinal de Controle Nível;Sinal de Controle de Vazão;Setpoint Controle Vazão;Falha;data
19.714;0.25059;30.108;2.011;2.8585;17.294;79.886;0.880503751;0.25146;19.998;56319;25.383;40.696;0.89796;1;25/01/2021 13:40
20.267;0.24966;29.784;1.9926;2.8457;17.065;79.811;0.888869557;0.25179;19.86;56368;25.948;39.82;0.89393;1;25/01/2021 13:50
20.149;0.25002;29.983;2.0132;2.8437;17.324;80.123;0.935673871;0.24876;20.194;56255;25.795;40.969;0.89638;1;25/01/2021 14:00
19.962;0.24998;29.894;1.9959;2.8376;17.103;79.94;0.833347361;0.25194;20.215;56176;25.05;40.236;0.90201;1;25/01/2021 14:10
20.1;0.25102;30.068;1.9997;2.8667;17.029;79.88;0.863198193;0.247;20.104;55740;24.775;40.358;0.8935;1;25/01/2021 14:20
19.924;0.25149;30.132;2.0062;2.8745;17.2;79.814;0.939701109;0.25137;20.138;56944;25.413;40.714;0.90781;1;25/01/2021 14:30
20.308;0.25082;29.896;2.0042;2.8636;16.881;79.945;0.856391096;0.25041;19.924;56230;25.771;40.879;0.89694;1;25/01/2021 14:40
19.912;0.24654;30.112;1.9834;2.8418;17.386;80.274;0.872017784;0.25142;20.149;56187;25.623;40.486;0.89334;1;25/01/2021 14:50
19.869;0.24507;29.876;1.9871;2.8262;17.183;80.153;0.876745422;0.25582;20.102;56920;24.834;40.875;0.91215;1;25/01/2021 15:00
20.135;0.24825;30.124;2.0136;2.8464;16.951;80.094;0.891127391;0.25348;20.053;56311;25.506;40.555;0.9044;1;25/01/2021 15:10
20.09;0.25226;30.316;2.0126;2.8329;17.164;80.073;0.965086858;0.25719;19.857;56938;25.312;40.539;0.90342;1;25/01/2021 15:20
19.783;0.24998;30.157;1.9912;2.846;17.182;80.089;0.847362204;0.25282;19.877;56970;25.312;40.707;0.9011;1;25/01/2021 15:30
19.825;0.24954;30.003;2.0106;2.8349;17.217;80.087;0.820123361;0.25409;20.318;56026;25.048;40.623;0.89419;1;25/01/2021 15:40
20.082;0.25217;29.959;1.983;2.8504;16.964;80.184;0.973309158;0.24821;19.844;56343;25.529;40.48;0.89817;1;25/01/2021 15:50
19.942;0.25151;30.053;2.0137;2.8316;17.097;79.791;0.934822821;0.24846;19.722;55822;24.14;41.074;0.90142;1;25/01/2021 16:00
19.943;0.24576;29.904;1.9817;2.8513;17.132;80.026;0.852756228;0.2516;20.153;55421;25.837;40.5;0.89862;1;25/01/2021 16:10
19.918;0.24895;29.961;2.0142;2.8676;17.193;79.845;0.926316603;0.25197;19.91;56500;25.033;40.805;0.89274;1;25/01/2021 16:20
20.079;0.24962;29.817;1.9919;2.8454;17.319;79.712;0.761715985;0.24921;19.972;56611;25;40.868;0.8841;1;25/01/2021 16:30
19.953;0.252;29.928;1.9952;2.8419;17.059;79.929;0.926433354;0.25062;20.254;56303;24.674;40.672;0.91045;1;25/01/2021 16:40
19.743;0.24894;29.979;2.005;2.8085;17.287;79.92;0.96836506;0.25296;19.939;56832;25.456;41.088;0.8971;1;25/01/2021 16:50
20.184;0.24776;29.844;1.9864;2.8552;16.817;80.011;0.927621639;0.25366;19.778;55817;25.099;40.886;0.90243;1;25/01/2021 17:00
19.991;0.24812;29.927;1.9954;2.8388;16.989;80.06;0.962419905;0.25412;20.102;55994;24.918;40.223;0.89908;1;25/01/2021 17:10
19.951;0.24729;30.175;1.9934;2.8649;17.131;80.19;0.970330645;0.25068;19.954;56077;25.161;40.469;0.89869;1;25/01/2021 17:20
19.986;0.2497;29.733;2.0102;2.8688;17.311;79.964;0.857553837;0.25054;19.947;56316;25.39;40.307;0.89831;1;25/01/2021 17:30
19.783;0.25262;29.869;2.0143;2.8775;17.11;80.237;0.847313529;0.25024;20.209;56191;25.367;40.541;0.89503;1;25/01/2021 17:40
19.796;0.24972;30.012;2.0142;2.8345;17.279;79.929;0.900760178;0.24868;19.851;56454;25.701;40.695;0.90908;1;25/01/2021 17:50
20.047;0.2491;30.093;2.0118;2.8779;16.882;80.169;0.975373382;0.24847;20.006;56383;25.526;41.069;0.89491;1;25/01/2021 18:00
19.93;0.25043;29.709;2.0071;2.8701;17.251;80.168;0.918172441;0.25111;19.962;55374;25.928;40.464;0.90271;1;25/01/2021 18:10
20.077;0.25086;29.893;2.0079;2.8452;16.982;79.892;0.884248774;0.24774;19.929;57061;24.641;40.895;0.90045;1;25/01/2021 18:20
20.225;0.25066;30.123;2.0124;2.8844;17.153;80.076;0.9087315;0.25077;20.048;56391;25.551;40.621;0.90201;1;25/01/2021 18:30
19.963;0.24861;30.028;2.0094;2.848;17.026;79.655;0.912477698;0.24735;20.135;56513;24.699;40.816;0.89828;1;25/01/2021 18:40
19.739;0.2487;29.91;2.0046;2.8245;17.026;79.844;0.868084374;0.24785;19.837;56390;25.178;40.873;0.90223;1;25/01/2021 18:50
20.051;0.24956;29.871;2.0024;2.8306;17.059;79.963;0.89226953;0.24645;19.935;56022;25.018;40.565;0.90883;1;25/01/2021 19:00
20.06;0.25432;30.02;2.0054;2.8512;17.016;79.962;0.932473074;0.24468;20.014;56077;25.818;40.927;0.90756;1;25/01/2021 19:10
20.172;0.25437;29.942;1.9759;2.8502;17.159;80.275;0.877707637;0.25108;19.895;56518;25.295;40.887;0.89598;1;25/01/2021 19:20
19.915;0.25094;29.887;1.9905;2.8359;17.108;79.839;0.878144723;0.24603;20.26;56617;25.027;40.65;0.89685;1;25/01/2021 19:30
19.967;0.24973;29.81;1.9938;2.8654;17.189;79.945;0.853108575;0.25151;19.99;55605;25.272;40.743;0.89542;1;25/01/2021 19:40
20.113;0.25185;29.979;2.0004;2.8519;17.096;80.074;0.958348269;0.24992;20.124;56510;25.653;40.909;0.90625;1;25/01/2021 19:50
19.918;0.25362;30.058;2.0066;2.8606;17.061;80.115;0.919564451;0.24877;20.007;56154;25.454;40.866;0.90109;1;25/01/2021 20:00
20.256;0.25037;29.968;1.9959;2.8512;17.498;80.077;0.814641235;0.25213;19.968;56261;25.166;41.116;0.89484;1;25/01/2021 20:10
19.967;0.25304;30.237;1.9957;2.8275;17.081;79.912;0.945951834;0.25347;19.784;56247;24.851;40.679;0.89213;1;25/01/2021 20:20
20.035;0.25013;30.24;2.0039;2.874;17.028;79.678;0.848510416;0.24605;19.86;55498;25.004;40.295;0.89694;1;25/01/2021 20:30
19.893;0.24968;30.281;2.0145;2.8198;17.28;80.15;0.940689219;0.25185;20.02;56273;25.287;40.882;0.89431;1;25/01/2021 20:40
19.942;0.25027;30.114;2.0186;2.8442;17.258;79.91;0.906196691;0.24837;19.969;55175;25.344;40.704;0.90615;1;25/01/2021 20:50
19.989;0.25221;30.231;1.9916;2.8606;17.222;80.143;0.94727262;0.24511;20.116;56032;25.272;40.325;0.89637;1;25/01/2021 21:00
19.911;0.24829;30.1;1.9938;2.8259;17.176;80.005;0.841210843;0.25015;19.912;56839;25.533;40.685;0.90156;1;25/01/2021 21:10
20.097;0.25171;30.077;2.0023;2.8715;17.192;79.88;0.897430424;0.24531;19.863;55709;25.523;41.021;0.90841;1;25/01/2021 21:20
19.999;0.25283;30.024;1.994;2.8644;17.034;80.062;0.873514297;0.25482;20.177;55706;24.78;40.632;0.8955;1;25/01/2021 21:30
20.222;0.25091;29.921;1.995;2.8532;17.3;79.861;0.881475557;0.25007;20.174;56002;25.649;41.015;0.89969;1;25/01/2021 21:40
20.074;0.25122;29.858;2.0074;2.8106;16.989;79.929;0.851282206;0.25492;19.88;56661;24.787;40.621;0.90817;1;25/01/2021 21:50
20.126;0.25208;29.818;1.9941;2.8216;17.094;80.219;0.886899491;0.24863;20.141;56442;25.177;40.788;0.90153;1;25/01/2021 22:00
20.149;0.24733;29.982;1.9936;2.8552;16.908;79.957;0.939491001;0.25173;19.928;55630;25.516;40.974;0.90206;1;25/01/2021 22:10
19.691;0.24569;30.081;1.9916;2.843;16.97;79.857;0.895875698;0.24682;20.038;56081;25.48;40.658;0.89595;1;25/01/2021 22:20
19.93;0.25042;30.044;1.9985;2.8456;16.912;79.9;0.924073451;0.25015;20.328;57104;25.586;40.704;0.90458;1;25/01/2021 22:30
19.828;0.24963;29.916;2.0052;2.8637;16.644;80.021;0.891820771;0.2482;20.21;56700;25.02;40.783;0.90981;1;25/01/2021 22:40
19.856;0.24939;30.034;1.9906;2.8389;17.219;79.933;0.895173068;0.25022;20.019;55881;25.281;40.412;0.90114;1;25/01/2021 22:50
20.254;0.25015;29.901;1.9807;2.8726;17.189;79.919;0.884038155;0.2458;19.841;55682;24.704;40.455;0.90718;1;25/01/2021 23:00
19.966;0.24995;30.237;2.0048;2.8698;16.914;80.252;0.901126633;0.25659;20.138;56232;25.351;40.994;0.90594;1;25/01/2021 23:10
20.199;0.25002;30.044;1.9898;2.8424;17.034;80.04;0.920317181;0.25058;19.802;56164;25.435;40.827;0.90462;1;25/01/2021 23:20
19.971;0.24676;29.767;2.0077;2.8214;17.043;80.119;0.903967592;0.24782;20.116;56550;24.434;40.773;0.89628;1;25/01/2021 23:30
19.88;0.2493;30.185;2.0042;2.8488;16.924;80.107;0.89240895;0.25193;19.917;56684;24.648;40.648;0.90348;1;25/01/2021 23:40
19.859;0.24865;30.082;1.9972;2.8468;17.127;79.973;0.905202163;0.25151;19.82;56091;25.349;41;0.90534;1;25/01/2021 23:50
19.973;0.25282;30.046;2.0102;2.8561;17.028;79.904;0.90378922;0.24958;20.197;57062;24.593;40.656;0.90281;1;26/01/2021 00:00
19.959;0.25097;30.078;1.997;2.8264;17.253;79.905;0.907897192;0.25071;20.007;55996;25.165;40.384;0.90856;1;26/01/2021 00:10
19.958;0.25143;29.964;1.9929;2.867;17.062;80.117;0.941579494;0.24912;19.996;55656;24.537;40.599;0.9041;1;26/01/2021 00:20
20.033;0.24802;30.039;1.9928;2.836;17.311;80.045;0.902542125;0.2515;20.141;56150;25.215;40.915;0.9115;1;26/01/2021 00:30
20.025;0.24757;30.045;1.9971;2.8625;17.021;79.88;0.957994432;0.25171;20.028;56721;25.427;41.022;0.89265;1;26/01/2021 00:40
20.152;0.25209;30.044;1.9948;2.8558;17.156;80.185;0.91530356;0.24441;19.976;56570;25.512;40.523;0.91414;1;26/01/2021 00:50
20.235;0.24875;29.781;1.9863;2.8193;17.034;79.808;0.902097338;0.2468;19.946;55560;24.957;40.981;0.90242;1;26/01/2021 01:00
20.192;0.24992;30.109;1.9944;2.8578;17.067;79.971;0.954885381;0.24921;20.012;56097;24.577;40.653;0.89748;1;26/01/2021 01:10
20.148;0.24881;30.028;1.9964;2.8393;17.343;80.107;0.883352099;0.25304;19.885;56540;25.089;40.668;0.89592;1;26/01/2021 01:20
19.947;0.24948;30.115;1.9899;2.8293;17.282;80.171;0.810707788;0.24779;19.976;56863;25.014;40.464;0.90301;1;26/01/2021 01:30
20.21;0.25062;29.935;2.0113;2.8569;16.963;79.88;0.996963079;0.25223;19.979;55824;26.017;40.712;0.89836;1;26/01/2021 01:40
20.176;0.2528;30.066;2.0015;2.8146;16.924;80.008;0.974819629;0.25039;20.061;56234;24.543;40.762;0.91382;1;26/01/2021 01:50
20.074;0.2468;30.323;1.9995;2.8617;16.966;80.363;0.980555455;0.24667;19.853;56605;24.934;41.09;0.89678;1;26/01/2021 02:00
19.898;0.25103;29.972;2.0037;2.8584;17.213;80.216;0.908084293;0.25053;20.2;55836;25.071;40.679;0.90085;1;26/01/2021 02:10
19.907;0.24762;29.853;2.0029;2.8886;17.317;80.089;0.842510885;0.25628;20.085;56687;25.251;41.094;0.89634;1;26/01/2021 02:20
20.055;0.25017;30.014;1.9951;2.8548;17.094;80.122;0.855833281;0.25175;20.148;56896;25.144;41.044;0.90632;1;26/01/2021 02:30
19.939;0.25497;29.844;1.9956;2.8475;16.931;79.701;0.825619142;0.24415;19.96;56653;25.386;40.837;0.9009;1;26/01/2021 02:40
20.261;0.24982;30.035;1.9939;2.8426;17.173;80.253;0.818828283;0.25267;19.893;56422;24.885;40.688;0.8905;1;26/01/2021 02:50
20.064;0.24779;30.082;2.0005;2.8328;17.123;79.749;0.938518089;0.24972;19.808;56339;25.315;40.445;0.89485;1;26/01/2021 03:00
20.135;0.24858;30.061;2.0225;2.8784;17.123;79.875;0.85725962;0.2453;20.098;56115;25.006;40.773;0.88815;1;26/01/2021 03:10
19.97;0.25043;29.935;1.998;2.8608;16.986;79.91;0.938868192;0.25266;20.061;55902;25.055;41.129;0.90445;1;26/01/2021 03:20
19.66;0.24755;30.277;1.9959;2.8763;17.233;79.728;0.862665056;0.24965;20.149;56271;25.294;40.95;0.90387;1;26/01/2021 03:30
20.006;0.24559;29.684;2.0103;2.8511;16.889;80.215;0.930307527;0.25176;19.876;56250;25.929;40.689;0.90584;1;26/01/2021 03:40
20.12;0.24877;30.196;2.0034;2.8455;17.013;80.125;0.938341661;0.24645;20.103;55402;25.463;40.744;0.89838;1;26/01/2021 03:50
20.082;0.24982;30.025;2.0079;2.8605;17.107;79.968;0.914860367;0.25245;20.246;56649;25.413;40.577;0.90941;1;26/01/2021 04:00
19.866;0.24736;29.645;2.0032;2.8322;17.267;79.918;0.926149316;0.2531;20.306;56694;25.377;40.769;0.90033;1;26/01/2021 04:10
19.901;0.24743;29.766;1.9876;2.8177;17;80.068;0.926121205;0.25164;19.747;56669;25.269;40.649;0.90471;1;26/01/2021 04:20
20.082;0.24984;29.854;1.9974;2.8473;17.116;80.071;0.842318601;0.25091;20.166;56013;25.298;40.955;0.89522;1;26/01/2021 04:30
19.986;0.2512;29.95;1.9916;2.8273;17.071;80.009;0.94462769;0.25133;20.035;56144;25.145;40.577;0.89507;1;26/01/2021 04:40
20.126;0.25289;30.175;2.0123;2.8321;17.274;80.048;0.927321731;0.2536;20.004;56165;25.1;40.936;0.90545;1;26/01/2021 04:50
19.503;0.24935;30.121;1.9987;2.8348;17.208;80.165;0.887910499;0.2505;19.865;55830;24.918;40.765;0.89385;1;26/01/2021 05:00
19.65;0.25081;30.071;1.9887;2.8528;17.145;80.084;0.893995939;0.24817;19.932;56132;24.921;40.576;0.89235;1;26/01/2021 05:10
19.924;0.248;29.902;2.0236;2.8535;16.878;80.029;0.941841815;0.25217;19.971;56126;24.962;40.587;0.90173;1;26/01/2021 05:20
19.856;0.25203;30.023;2.0057;2.8479;17.384;80.152;0.894712038;0.24956;20.108;56809;25.335;41.307;0.89563;1;26/01/2021 05:30
19.883;0.24906;30.213;1.9835;2.8468;17.029;80.2;0.852503718;0.25325;20.04;56327;25.315;40.608;0.8983;1;26/01/2021 05:40
20.141;0.24769;30.038;2.0068;2.837;17.325;80.029;0.952302179;0.24875;20.046;55866;25.242;40.634;0.90213;1;26/01/2021 05:50
20.124;0.24989;29.749;1.9878;2.8662;17.027;80.063;0.85601629;0.24818;20.21;56291;25.309;40.799;0.89965;1;26/01/2021 06:00
19.783;0.25151;30.149;2.0044;2.8435;16.901;80.033;0.940636155;0.24763;19.918;55891;24.942;40.864;0.90445;1;26/01/2021 06:10
19.986;0.25099;30.029;1.9912;2.8546;17.035;79.913;0.908292069;0.25184;19.994;56272;24.557;40.632;0.90983;1;26/01/2021 06:20
19.813;0.25021;29.755;2.0248;2.8363;17.094;79.858;0.929208718;0.25119;19.931;55982;24.898;40.843;0.90568;1;26/01/2021 06:30
20.24;0.24966;29.855;1.9909;2.8253;17.182;79.798;0.958354382;0.25112;20.286;57072;25.769;40.932;0.90084;1;26/01/2021 06:40
20.087;0.25367;29.907;1.9987;2.8546;16.972;80.339;0.985259799;0.24731;20.048;56608;24.598;40.872;0.90116;1;26/01/2021 06:50
19.837;0.24971;30.226;2.0097;2.8461;17.298;79.903;0.885518741;0.25123;19.989;56046;25.182;40.838;0.90705;1;26/01/2021 07:00
20.012;0.24927;30.375;1.9834;2.8542;17.198;79.891;0.891554545;0.24814;19.87;56010;24.946;40.744;0.90164;1;26/01/2021 07:10
20.222;0.24704;29.914;2;2.8518;17.092;80.007;0.912624547;0.25192;19.866;55823;25.301;40.861;0.88806;1;26/01/2021 07:20
20.095;0.2515;30.124;2.0133;2.8488;17.261;79.987;0.880884082;0.2503;19.759;57044;25.587;40.845;0.91065;1;26/01/2021 07:30
20.201;0.25416;30.169;2.0106;2.8486;17.15;80.089;0.880874771;0.25073;19.954;56989;25.663;40.857;0.90813;1;26/01/2021 07:40
19.939;0.25166;29.944;2.0038;2.8499;17.297;79.921;0.865355124;0.24832;20.223;55863;25.113;40.4;0.90499;1;26/01/2021 07:50
19.996;0.24952;29.913;2.0099;2.8547;17.049;80.039;0.902705376;0.25013;19.983;56437;25.18;40.58;0.89911;1;26/01/2021 08:00
19.851;0.251;30.112;1.9966;2.8621;16.807;80.085;0.879757818;0.25194;20.177;56359;25.482;41.066;0.90829;1;26/01/2021 08:10
20.229;0.24841;29.982;1.9957;2.8611;16.854;80.152;0.975776443;0.25146;19.848;56517;25.6;40.965;0.88296;1;26/01/2021 08:20
19.974;0.24863;29.886;2.0125;2.8548;17.334;80.196;0.84511125;0.24612;19.847;56708;25.415;40.85;0.91113;1;26/01/2021 08:30
19.808;0.25012;30.048;2.0107;2.8783;17.298;79.557;0.899776301;0.25249;19.877;55713;25.403;40.887;0.90241;1;26/01/2021 08:40
