Concentração de entrada;Vazão de entrada;Temperatura de entrada;Nível do Reator;Concentração de Produto A;Concentração de Produto B;Temperatura do Reator;Vazão de Refrigerante;Vazão de Produto;Temperatura Refrigerante;Pressão Refrigerante;Sinal de Controle Nível;Sinal de Controle de Vazão;Setpoint Controle Vazão;Falha;data
19.658;0.24635;30.167;1.9934;2.8451;17.074;80.267;0.92602116;0.24659;20.012;56112;25.519;40.422;0.90368;1;01/09/2020 15:10
19.94;0.24752;29.842;1.9976;2.8745;17.207;79.908;0.888032619;0.25055;20.187;55946;25.173;40.74;0.90183;1;01/09/2020 15:20
19.935;0.24733;29.922;1.9945;2.8822;17.075;79.854;0.896476284;0.24809;19.925;56203;25.552;40.865;0.90904;1;01/09/2020 15:30
19.933;0.25103;30.367;2.0008;2.8445;17.032;79.915;0.906914215;0.25092;19.797;55619;25.606;40.597;0.89319;1;01/09/2020 15:40
19.86;0.24945;30.078;1.993;2.8054;17.217;80.299;0.841716062;0.24898;19.803;55917;24.958;40.578;0.89424;1;01/09/2020 15:50
19.957;0.24707;29.891;2.0242;2.8411;17.458;79.868;0.87784219;0.25306;20.019;56846;24.81;40.814;0.89794;1;01/09/2020 16:00
20.018;0.2501;29.975;2.0006;2.8239;17.03;80.092;0.942333114;0.24977;19.969;56935;25.234;40.851;0.90309;1;01/09/2020 16:10
19.896;0.25187;30.019;1.999;2.8137;17.135;80.021;0.920064585;0.24883;20.176;56534;24.952;40.824;0.89618;1;01/09/2020 16:20
20.276;0.24937;30.009;1.9969;2.8596;17.103;80.05;0.84728875;0.25103;19.68;56228;25.173;41.13;0.89616;1;01/09/2020 16:30
20.123;0.25066;29.97;2.0069;2.8621;16.825;80.114;0.81682943;0.24994;20.242;56291;25.034;40.424;0.89867;1;01/09/2020 16:40
20.183;0.24672;29.766;1.9937;2.8319;17.298;80.173;0.880490147;0.24997;19.967;56467;25.134;40.693;0.90107;1;01/09/2020 16:50
19.893;0.24901;29.91;1.9951;2.8567;16.917;79.869;0.914639859;0.25073;20.024;56385;25.342;40.478;0.88681;1;01/09/2020 17:00
19.922;0.25356;29.909;2.0038;2.8254;17.087;79.87;0.936325077;0.25144;20.086;55914;25.444;40.829;0.89537;1;01/09/2020 17:10
20.199;0.25267;30.445;2.002;2.793;16.933;80.198;0.90280902;0.25076;19.632;55569;25.368;40.673;0.89826;1;01/09/2020 17:20
20.274;0.25223;29.764;1.9996;2.8385;17.08;79.803;0.856257531;0.24785;19.921;56548;26.13;40.759;0.90289;1;01/09/2020 17:30
19.917;0.24767;29.972;2.0083;2.8538;17.1;79.998;0.897876313;0.24753;19.884;55950;25.573;40.675;0.90046;1;01/09/2020 17:40
20.216;0.2523;30.027;2.0048;2.846;17.236;80.069;0.856556605;0.24582;19.942;56462;25.151;40.769;0.90343;1;01/09/2020 17:50
19.951;0.24812;29.883;2.0111;2.822;17.071;79.928;0.870861337;0.24789;19.948;56477;24.909;40.387;0.89685;1;01/09/2020 18:00
20.075;0.25091;30.033;2.003;2.8465;17.302;80.161;0.873750599;0.25151;19.819;56788;25.191;40.482;0.89664;1;01/09/2020 18:10
19.931;0.25418;30.171;1.9924;2.8362;17.069;79.958;0.848974254;0.24842;20.068;56415;24.977;40.533;0.89775;1;01/09/2020 18:20
19.948;0.25049;30.003;1.9891;2.8563;16.92;80.012;0.892901395;0.24917;19.958;56041;24.987;40.683;0.90667;1;01/09/2020 18:30
19.983;0.24842;30.13;2.0017;2.8601;17.027;79.879;0.862111997;0.25008;19.952;56817;25.353;40.652;0.9084;1;01/09/2020 18:40
19.914;0.2494;30.198;2.0037;2.8275;17.106;80.027;0.879042554;0.24964;20.159;56125;25.906;40.931;0.90206;1;01/09/2020 18:50
19.955;0.24944;29.977;1.9981;2.8483;17.168;79.801;0.881643138;0.24916;20.048;56338;25.368;40.797;0.89141;1;01/09/2020 19:00
20.173;0.25356;29.974;1.9988;2.8748;16.98;80.023;0.886898591;0.25329;19.91;56309;25.34;40.54;0.89852;1;01/09/2020 19:10
20.211;0.25065;30.041;1.9891;2.8609;17.096;79.958;0.878628441;0.24791;19.967;56752;25.191;40.771;0.90047;1;01/09/2020 19:20
20.065;0.24984;29.935;1.993;2.8563;17.202;79.742;0.946081885;0.25284;19.789;56973;25.935;40.619;0.90083;1;01/09/2020 19:30
19.887;0.25064;30.029;1.9937;2.8548;17.101;80.077;0.929552209;0.24896;20.262;55695;25.371;40.488;0.89175;1;01/09/2020 19:40
20.209;0.24974;29.974;1.977;2.8002;17.147;79.885;0.907742886;0.24913;20.127;56056;25.22;40.737;0.89746;1;01/09/2020 19:50
20.104;0.2492;30.104;1.9876;2.8506;17.197;79.979;0.848002131;0.25417;19.766;56941;25.525;40.803;0.89502;1;01/09/2020 20:00
19.936;0.25322;30.149;2.0185;2.8227;17.339;80.025;0.831097869;0.25233;19.812;56378;25.616;40.561;0.89226;1;01/09/2020 20:10
19.718;0.25006;29.654;1.9957;2.8328;16.975;79.931;0.818649903;0.24902;20.108;55712;25.006;40.602;0.893;1;01/09/2020 20:20
19.893;0.2501;30.053;1.9993;2.8306;17.253;80.039;0.98822783;0.25171;19.861;56742;25.267;40.76;0.89072;1;01/09/2020 20:30
19.984;0.24674;29.876;1.998;2.8513;16.988;79.936;0.951624992;0.2502;20.033;56221;24.557;40.538;0.8966;1;01/09/2020 20:40
19.836;0.25357;29.971;2.0016;2.8454;17.141;80.295;0.903809239;0.25122;19.859;56260;25.151;40.601;0.89371;1;01/09/2020 20:50
20.325;0.25082;29.926;2.0052;2.8403;17.384;80.31;0.870260382;0.245;20.006;57074;24.894;40.822;0.9048;1;01/09/2020 21:00
19.944;0.24873;29.674;1.993;2.8225;17.225;79.962;0.843115425;0.25039;20.077;56212;25.605;40.674;0.90002;1;01/09/2020 21:10
20.03;0.2523;29.692;2.0015;2.8395;17.23;80.004;0.92590558;0.24908;19.948;55568;25.157;40.5;0.90074;1;01/09/2020 21:20
19.927;0.25555;30.065;2.0012;2.8721;17.171;79.852;0.959903359;0.25265;20.127;56396;25.437;40.379;0.9031;1;01/09/2020 21:30
20.023;0.24709;30.072;1.9896;2.8431;17.285;79.928;0.832146254;0.25015;19.709;56712;24.903;40.75;0.88821;1;01/09/2020 21:40
19.855;0.24744;30.009;2.0078;2.8389;16.955;80.039;0.870184106;0.24995;19.864;56619;25.002;40.559;0.89853;1;01/09/2020 21:50
20.207;0.24994;30.247;1.9997;2.8045;16.94;79.782;0.896368317;0.25175;19.912;55914;25.699;40.794;0.89628;1;01/09/2020 22:00
19.854;0.24915;30.311;2.0045;2.8361;17.039;79.98;0.818230113;0.24893;19.99;56456;24.912;40.402;0.90047;1;01/09/2020 22:10
20.1;0.25002;30.118;2.0043;2.8471;17.147;80.106;0.936229827;0.25438;20.044;56900;24.843;40.622;0.9052;1;01/09/2020 22:20
19.834;0.24912;29.979;1.989;2.838;17.056;79.729;0.888223643;0.25056;19.936;56871;25.366;40.874;0.90301;1;01/09/2020 22:30
20.162;0.24672;29.83;1.9968;2.8889;17.058;80.015;0.979507234;0.24879;20.01;56302;25.384;40.582;0.89847;1;01/09/2020 22:40
19.767;0.24715;29.967;2.0053;2.8266;17.097;80.177;0.883414051;0.24805;20.188;55892;25.3;40.766;0.89267;1;01/09/2020 22:50
20.037;0.2509;30.052;1.9931;2.8314;17.133;80.105;0.922147283;0.24841;20.187;55743;25.526;40.402;0.89216;1;01/09/2020 23:00
20.045;0.24876;30.029;1.9839;2.8874;17.23;79.718;0.866962873;0.25107;20.038;56592;25.505;40.485;0.89367;1;01/09/2020 23:10
20.182;0.24924;30.333;2.0055;2.8259;17.151;79.979;0.883785449;0.24761;19.987;56282;25.634;40.746;0.90736;1;01/09/2020 23:20
20.084;0.24907;30.087;2.0146;2.8541;16.991;79.946;0.841041086;0.24833;19.973;56857;25.163;40.788;0.89616;1;01/09/2020 23:30
20.27;0.2508;30.06;2.0007;2.8647;17.342;80.207;0.925983011;0.25114;20.183;55671;25.66;40.786;0.91489;1;01/09/2020 23:40
20.349;0.25076;29.932;1.976;2.8595;17.045;79.837;0.95096358;0.2509;19.931;56147;24.738;40.49;0.89308;1;01/09/2020 23:50
20.023;0.2514;30.087;1.9928;2.8277;17.29;79.922;0.88057433;0.25329;20.066;56102;24.848;40.477;0.89943;1;02/09/2020 00:00
20.148;0.25113;30.054;2.0115;2.8793;17.12;80.099;0.913155016;0.2531;20.008;56870;25.412;40.698;0.89052;1;02/09/2020 00:10
20.084;0.2477;29.856;2.0042;2.8458;17.233;80.109;0.883535501;0.24611;19.854;56187;24.745;40.38;0.89344;1;02/09/2020 00:20
20.167;0.24894;29.82;2.0084;2.8625;17.231;79.91;0.906784309;0.24761;20.197;56801;25.613;40.685;0.89689;1;02/09/2020 00:30
20.05;0.25087;29.863;2.008;2.8853;16.869;80.091;0.952720022;0.24942;20.004;56472;25.198;40.531;0.89026;1;02/09/2020 00:40
19.952;0.25218;30.146;1.988;2.8316;17.191;80.046;0.900131313;0.25193;19.994;55994;24.93;40.63;0.89289;1;02/09/2020 00:50
20.177;0.24867;30.034;2.0149;2.841;17.078;80.11;0.852906264;0.24792;20.195;57085;25.792;40.639;0.90012;1;02/09/2020 01:00
20.055;0.25312;29.739;2.0073;2.835;16.898;79.729;0.86529587;0.24776;20.169;57163;25.408;40.919;0.89196;1;02/09/2020 01:10
20.304;0.24999;29.845;2.0081;2.8438;17.259;79.816;0.883285028;0.24725;19.93;55886;24.847;40.392;0.90247;1;02/09/2020 01:20
20.005;0.24834;30.199;1.9845;2.8655;16.968;80.052;0.892243269;0.25348;20.054;56213;25.53;40.615;0.90206;1;02/09/2020 01:30
19.994;0.249;30.202;1.9897;2.8621;17.113;80.147;0.870417392;0.24965;19.964;55803;25.208;40.673;0.88651;1;02/09/2020 01:40
19.84;0.25228;30.041;2.0191;2.8519;16.852;79.766;0.907096565;0.24817;19.853;56541;25.539;40.96;0.89458;1;02/09/2020 01:50
19.717;0.25214;29.941;2.0151;2.8496;17.243;80.083;0.955661139;0.24672;19.934;56110;25.393;40.429;0.90049;1;02/09/2020 02:00
19.938;0.24845;29.983;1.9706;2.8707;17.174;80.066;0.891083229;0.24677;19.817;55876;24.964;40.989;0.8943;1;02/09/2020 02:10
19.981;0.25088;30.105;2.0137;2.8202;16.959;80.094;0.889527198;0.25273;19.725;56434;25.046;40.418;0.89903;1;02/09/2020 02:20
20.085;0.25137;30.076;1.9773;2.8713;17.156;80.162;0.814639124;0.2512;20.025;55800;24.893;41.057;0.89716;1;02/09/2020 02:30
19.919;0.25181;30.143;2.0011;2.8548;17.153;79.892;0.870159476;0.25093;20.091;56203;25.343;40.862;0.9079;1;02/09/2020 02:40
19.754;0.24897;29.906;1.9719;2.8447;17.178;80.094;0.833019097;0.25236;20.104;56236;24.687;40.864;0.91141;1;02/09/2020 02:50
19.793;0.25154;29.903;2.004;2.8635;17.396;80.3;0.893870614;0.25128;20.084;56152;24.679;40.468;0.89441;1;02/09/2020 03:00
19.887;0.24974;29.937;1.9896;2.8871;16.941;79.846;0.916563454;0.24865;20.06;56296;25.266;40.629;0.89612;1;02/09/2020 03:10
20.059;0.25134;29.974;1.9836;2.8663;17.272;79.956;0.965220771;0.24925;19.986;56251;25.338;40.852;0.89913;1;02/09/2020 03:20
19.806;0.2516;29.935;2.0126;2.8529;17.119;79.929;0.967579778;0.25033;20.069;56132;26.059;40.336;0.8965;1;02/09/2020 03:30
19.968;0.25188;29.894;2.0156;2.8582;17.132;79.901;0.906144629;0.2459;20.072;55712;24.645;40.607;0.90067;1;02/09/2020 03:40
20.24;0.251;30.056;1.991;2.8573;16.814;80.245;0.889542153;0.25333;20.126;56072;25.633;40.736;0.9017;1;02/09/2020 03:50
20.126;0.25303;29.855;1.9975;2.8106;16.928;80.038;0.934550651;0.25037;20.074;55612;25.545;40.529;0.90002;1;02/09/2020 04:00
19.985;0.25452;29.957;1.9974;2.8357;17.098;79.788;0.916186368;0.24758;20.157;56419;25.217;41.017;0.90522;1;02/09/2020 04:10
20.004;0.25138;29.92;1.9969;2.7974;16.887;79.942;0.931100046;0.2521;19.887;56510;25.662;40.909;0.89978;1;02/09/2020 04:20
19.889;0.25053;30.238;2.0201;2.8519;17.099;79.911;0.939681162;0.24772;20.391;56416;25.232;40.909;0.8945;1;02/09/2020 04:30
20.247;0.24752;29.864;1.9929;2.8324;17.192;80.105;0.838127793;0.24976;20.037;56061;26.003;40.638;0.89216;1;02/09/2020 04:40
19.745;0.24688;29.859;1.9964;2.8232;17.081;80.22;0.919084558;0.25042;20.118;56241;25.405;40.646;0.90484;1;02/09/2020 04:50
20.022;0.24833;30.254;1.9971;2.853;16.903;79.983;0.885788439;0.24756;19.839;56341;25.24;40.472;0.90083;1;02/09/2020 05:00
19.815;0.25065;30.189;2.0069;2.8214;17.066;79.998;0.872519905;0.24836;20.101;55796;24.784;41.083;0.90153;1;02/09/2020 05:10
20.041;0.2503;29.978;1.9867;2.8669;17.229;80.124;0.870526182;0.24717;19.934;56031;25.161;40.475;0.90531;1;02/09/2020 05:20
20.064;0.24861;29.885;2.0074;2.8325;17.265;79.998;0.95677831;0.24621;19.971;56287;24.66;40.572;0.9094;1;02/09/2020 05:30
20.398;0.2471;30.267;2.0179;2.8197;16.901;79.961;0.871380496;0.25275;20.317;55902;25.367;40.783;0.90191;1;02/09/2020 05:40
19.916;0.24618;30.063;2.0029;2.854;17.168;80.263;0.853277266;0.24917;20.24;57026;24.998;40.914;0.90141;1;02/09/2020 05:50
19.836;0.24861;29.744;1.9879;2.8501;16.734;80.026;0.901417458;0.25102;20.001;56678;25.274;40.423;0.90491;1;02/09/2020 06:00
20.086;0.25058;30.103;2.004;2.8593;17.504;79.773;0.981750871;0.25284;20.058;56226;24.917;40.694;0.89985;1;02/09/2020 06:10
19.95;0.25004;30.009;1.9887;2.8193;17.217;80.113;0.905882177;0.24417;19.998;56359;25.225;40.798;0.90387;1;02/09/2020 06:20
